AREA,PAIS,CONTINENTE,SUB_REGIAO,ISO,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-99,100+,POPULACAO,URBANIZACAO,GINI,GASTOS_SAUDE,EXPECTATIVA_VIDA,DENSIDADE_MEDICOS,DENSIDADE_LEITOS_POR_MIL,PIB,CASOS,MORTES,CASOS_POR_MILHAO,MORTES_POR_MILHAO
11610,QATAR,ASIA,WESTERN ASIA,QAT,113194.0,106936.0,93783.0,97511.0,190515.0,321388.0,402977.0,394452.0,306338.0,196356.0,105428.0,54563.0,31598.0,16521.0,7071.0,3047.0,1585.0,664.0,195.0,45.0,7.0,2444174.0,0.993,41.1,0.025,79.58,2.49,1.3,255010000000.0,224278,599,77845.8,207.89999999999998
27400,ALBANIA,EUROPA,SOUTHERN EUROPE,ALB,196416.0,181246.0,163448.0,211389.0,261860.0,286894.0,272988.0,219667.0,173551.0,169530.0,169777.0,188690.0,178512.0,137018.0,95854.0,82111.0,52677.0,23381.0,7618.0,1766.0,186.0,3074579.0,0.63,33.2,0.053,79.23,1.22,2.9,39859000000.0,132740,2456,46125.5,853.4000000000001
62674,LITHUANIA,EUROPA,NORTHERN EUROPE,LTU,136104.0,142400.0,138246.0,131581.0,147920.0,168780.0,182929.0,171581.0,163622.0,185168.0,192111.0,214194.0,198245.0,153134.0,127784.0,111108.0,87511.0,49081.0,14843.0,2717.0,12405.0,2731464.0,0.682,37.3,0.066,75.61,6.35,6.6,103756000000.0,280093,4405,100244.79999999999,1576.5
823290,NAMIBIA,AFRICA,SOUTHERN AFRICA,NAM,325057.0,314967.0,298366.0,281617.0,251371.0,229690.0,193889.0,166921.0,139620.0,114080.0,88743.0,71460.0,51748.0,37668.0,27282.0,19010.0,12236.0,5187.0,1030.0,124.0,7.0,2630073.0,0.53,59.1,0.08,65.87,0.42,2.7,24040000000.0,113438,2557,44644.700000000004,1006.3
10120,GAMBIA,AFRICA,WESTERN AFRICA,GMB,270620.0,261808.0,249313.0,227490.0,209331.0,195614.0,169544.0,142501.0,116414.0,88235.0,67154.0,53717.0,42040.0,31999.0,23208.0,14425.0,7227.0,2662.0,612.0,79.0,6.0,2173999.0,0.632,35.9,0.031,66.15,0.1,1.1,5218000000.0,7161,197,2963.2,81.5
566730,BOTSWANA,AFRICA,SOUTHERN AFRICA,BWA,236794.0,237868.0,232953.0,217001.0,207285.0,203022.0,180217.0,170935.0,147787.0,119841.0,97378.0,77965.0,59320.0,44891.0,33763.0,25769.0,15730.0,6669.0,1782.0,246.0,17.0,2317233.0,0.716,53.3,0.059,65.24,0.53,1.8,40928000000.0,91902,1328,39080.2,564.7
257670,GABON,AFRICA,MIDDLE AFRICA,GAB,274521.0,268792.0,269944.0,254663.0,233856.0,206143.0,159843.0,117905.0,88491.0,77348.0,74949.0,66142.0,49562.0,33519.0,23615.0,16103.0,9914.0,4341.0,1086.0,159.0,12.0,2230908.0,0.904,38.0,0.028,69.37,0.68,6.3,32480000000.0,25283,163,11359.400000000001,73.2
30360,LESOTHO,AFRICA,SOUTHERN AFRICA,LSO,212838.0,204333.0,199141.0,196554.0,182772.0,179544.0,178757.0,164982.0,116436.0,69950.0,55555.0,52236.0,45931.0,36866.0,29261.0,20694.0,13819.0,7127.0,2150.0,357.0,31.0,1969334.0,0.295,44.9,0.093,58.9,0.07,,5747000000.0,12398,339,5787.4,158.2
25220,NORTH MACEDONIA,EUROPA,SOUTHERN EUROPE,MKD,113649.0,115845.0,114051.0,122581.0,146439.0,154056.0,162985.0,167561.0,163274.0,152633.0,144827.0,138309.0,128478.0,112464.0,81960.0,54677.0,34434.0,14692.0,2730.0,310.0,16.0,2125971.0,0.588,34.2,0.066,76.59,2.87,4.3,34333000000.0,155951,5488,74854.79999999999,2634.2000000000003
20140,SLOVENIA,EUROPA,SOUTHERN EUROPE,SVN,98049.0,108255.0,105790.0,92948.0,96575.0,107708.0,132319.0,151245.0,162100.0,151633.0,151320.0,152108.0,146312.0,140077.0,106335.0,79796.0,60357.0,37753.0,16772.0,4664.0,562.0,2102678.0,0.5539999999999999,24.2,0.083,81.61,3.09,4.5,81614000000.0,258286,4760,123236.20000000001,2271.1000000000004
28120,GUINEA-BISSAU,AFRICA,WESTERN AFRICA,GNB,315235.0,270357.0,246323.0,213347.0,179474.0,150763.0,126586.0,106499.0,85051.0,69239.0,44665.0,31386.0,28824.0,24098.0,16472.0,10471.0,5671.0,2144.0,446.0,50.0,3.0,1927104.0,0.446,50.7,0.07,63.26,0.13,1.0,3821000000.0,4087,73,2076.7,37.1
62200,LATVIA,EUROPA,NORTHERN EUROPE,LVA,92109.0,95248.0,100791.0,87808.0,81529.0,111741.0,138571.0,127237.0,119918.0,131901.0,130808.0,143811.0,134138.0,111375.0,89185.0,80129.0,62563.0,29858.0,10556.0,1815.0,141.0,1881232.0,0.684,35.6,0.062,75.65,3.19,5.6,59102000000.0,138238,2547,72464.1,1335.1
760,BAHRAIN,ASIA,WESTERN ASIA,BHR,94382.0,92719.0,90625.0,101101.0,127026.0,152641.0,164309.0,168874.0,152619.0,118494.0,87976.0,60863.0,42768.0,22236.0,11130.0,7386.0,5294.0,3018.0,1197.0,295.0,50.0,1505003.0,0.8959999999999999,,0.041,79.67,0.93,1.7,73870000000.0,267882,1380,157431.8,811.0
28050,EQUATORIAL GUINEA,AFRICA,MIDDLE AFRICA,GNQ,116711.0,107814.0,99292.0,89386.0,77314.0,66102.0,56430.0,47683.0,39927.0,34131.0,29332.0,22738.0,16520.0,12226.0,9237.0,6420.0,3408.0,1202.0,269.0,34.0,2.0,836178.0,0.736,,0.03,66.35,0.4,2.1,25164000000.0,8848,123,6306.599999999999,87.69999999999999
5130,TRINIDAD AND TOBAGO,AMERICA LATINA,CARIBBEAN,TTO,72653.0,79839.0,77266.0,70104.0,66271.0,74066.0,99879.0,112010.0,90275.0,75072.0,77776.0,92063.0,75172.0,55471.0,39973.0,25545.0,15037.0,6993.0,2626.0,609.0,89.0,1208789.0,0.5329999999999999,,0.069,74.92,4.17,3.0,36514000000.0,36198,998,25865.2,713.1
42390,ESTONIA,EUROPA,NORTHERN EUROPE,EST,61173.0,67261.0,70873.0,56962.0,51900.0,65091.0,91216.0,88239.0,84063.0,84905.0,82141.0,83769.0,83058.0,74661.0,62550.0,45624.0,40723.0,21975.0,9834.0,2355.0,251.0,1228624.0,0.6940000000000001,30.4,0.067,77.63,4.48,4.7,48987000000.0,132059,1271,99369.0,956.4
14870,TIMOR-LESTE,ASIA,SOUTH-EASTERN ASIA,TLS,205610.0,185009.0,162296.0,151769.0,129432.0,107881.0,88310.0,72594.0,49135.0,55450.0,47875.0,41137.0,31048.0,23102.0,16343.0,10259.0,4682.0,1425.0,334.0,31.0,1.0,1383723.0,0.317,28.7,0.043,69.62,0.72,,4593000000.0,10205,26,7740.2,19.7
2030,MAURITIUS,AFRICA,EASTERN AFRICA,MUS,86961.0,89152.0,92010.0,96378.0,97574.0,106807.0,96589.0,103755.0,108435.0,88218.0,90881.0,92568.0,77169.0,61845.0,41693.0,23354.0,14577.0,7494.0,3058.0,765.0,82.0,1379365.0,0.408,36.8,0.058,76.7,2.6,3.4,28947000000.0,3120,19,2453.3,14.9
9240,CYPRUS,ASIA,WESTERN ASIA,CYP,68963.0,67195.0,62613.0,67074.0,88637.0,108130.0,107104.0,108706.0,97252.0,89184.0,86501.0,80425.0,70562.0,56315.0,44875.0,31143.0,18235.0,9273.0,3541.0,830.0,118.0,1266676.0,0.669,31.4,0.068,79.51,1.95,3.4,35353000000.0,93247,391,105007.29999999999,440.3
17200,ESWATINI,AFRICA,SOUTHERN AFRICA,SWZ,125932.0,125465.0,120051.0,108550.0,98133.0,111041.0,104413.0,82459.0,60889.0,42979.0,34030.0,26762.0,21439.0,16533.0,12188.0,7725.0,4040.0,1491.0,323.0,34.0,2.0,1104479.0,0.244,54.6,0.065,59.13,0.33,2.1,9898000000.0,21496,727,18528.399999999998,626.5999999999999
23180,DJIBOUTI,AFRICA,EASTERN AFRICA,DJI,97103.0,90618.0,88568.0,91052.0,96302.0,95905.0,82463.0,66491.0,54484.0,42326.0,33753.0,26596.0,19579.0,15278.0,10612.0,6309.0,3032.0,1061.0,240.0,30.0,2.0,921804.0,0.782,41.6,0.023,65.0,0.22,1.4,5388000000.0,11627,155,11768.199999999999,156.9
18270,FIJI,OCEANIA,MELANESIA,FJI,82131.0,83992.0,85249.0,73108.0,72024.0,72682.0,71437.0,73424.0,65001.0,52543.0,49115.0,48152.0,38424.0,28174.0,19797.0,12023.0,5925.0,2147.0,536.0,82.0,8.0,935974.0,0.5770000000000001,36.7,0.034,74.0,0.86,2.0,12178000000.0,19352,125,21587.5,139.4
1861,COMOROS,AFRICA,EASTERN AFRICA,COM,97490.0,104023.0,108942.0,98052.0,77578.0,64024.0,57759.0,53314.0,43975.0,41602.0,26988.0,21493.0,16525.0,13141.0,9987.0,6390.0,3371.0,1283.0,297.0,43.0,4.0,846281.0,0.29600000000000004,45.3,0.046,66.9,0.27,2.2,2603000000.0,4081,147,4693.0,169.0
196850,GUYANA,AMERICA LATINA,SOUTH AMERICA,GUY,55260.0,57305.0,66777.0,78822.0,80459.0,68668.0,53253.0,46715.0,44812.0,42733.0,40029.0,34759.0,28012.0,22947.0,13549.0,8395.0,4731.0,2117.0,706.0,140.0,15.0,750204.0,0.269,44.6,0.059,71.59,0.8,1.7,10240000000.0,21606,513,27469.3,652.2
38117,BHUTAN,ASIA,SOUTHERN ASIA,BTN,62844.0,63487.0,65522.0,68536.0,70443.0,74664.0,76400.0,67358.0,54365.0,42564.0,34523.0,27708.0,22286.0,17695.0,13957.0,10080.0,6135.0,2794.0,817.0,129.0,11.0,782318.0,0.43,37.4,0.031,71.5,0.42,1.7,9029000000.0,2456,2,3183.0,2.6
27990,SOLOMON ISLANDS,OCEANIA,MELANESIA,SLB,77570.0,75011.0,73420.0,70539.0,65249.0,58259.0,51011.0,44804.0,41422.0,35512.0,26874.0,19677.0,14871.0,11075.0,8224.0,5800.0,3452.0,1617.0,563.0,131.0,16.0,685097.0,0.251,37.1,0.045,76.45,0.19,1.4,1783000000.0,20,0,29.1,0.0
13450,MONTENEGRO,EUROPA,SOUTHERN EUROPE,MNE,36303.0,36263.0,38053.0,38548.0,39392.0,37191.0,40233.0,42198.0,41778.0,40305.0,40130.0,41377.0,40392.0,35695.0,26291.0,15793.0,11863.0,4758.0,2334.0,809.0,153.0,609859.0,0.6779999999999999,39.0,0.084,77.51,2.76,3.9,13357000000.0,100744,1623,160404.5,2584.1000000000004
2590,LUXEMBOURG,EUROPA,WESTERN EUROPE,LUX,35938.0,34677.0,34488.0,34826.0,39181.0,44591.0,47865.0,47838.0,46413.0,44426.0,44933.0,41886.0,34740.0,28468.0,23108.0,16904.0,12912.0,8351.0,4642.0,1689.0,505.0,628381.0,0.917,34.9,0.053,82.78,3.01,4.7,70966000000.0,73074,821,116711.5,1311.3
156000,SURINAME,AMERICA LATINA,SOUTH AMERICA,SUR,45374.0,46986.0,50181.0,51441.0,53424.0,47828.0,49787.0,53700.0,38907.0,39642.0,38893.0,32214.0,21287.0,15470.0,9817.0,6767.0,4741.0,2250.0,712.0,135.0,13.0,609569.0,0.662,,0.08,73.57,1.21,3.0,9606000000.0,24312,614,41443.4,1046.7
4030,CABO VERDE,AFRICA,WESTERN AFRICA,CPV,54054.0,54126.0,54842.0,54304.0,54721.0,54767.0,50804.0,43288.0,33428.0,27459.0,27988.0,24429.0,17107.0,10947.0,6241.0,5924.0,5383.0,2541.0,779.0,112.0,11.0,583255.0,0.6709999999999999,42.4,0.054000000000000006,73.47,0.78,2.1,3944000000.0,33356,296,59994.2,532.4
700,MICRONESIA,OCEANIA,MICRONESIA,FSM,9568.0,9784.0,10236.0,10294.0,9112.0,8290.0,7992.0,7778.0,6791.0,5709.0,4738.0,4058.0,3356.0,2415.0,1328.0,539.0,258.0,139.0,41.0,9.0,1.0,102436.0,0.231,40.1,0.126,74.17,,3.2,390000000.0,0,0,0.0,0.0
300,MALDIVES,ASIA,SOUTHERN ASIA,MDV,30703.0,29002.0,27032.0,29027.0,38544.0,46175.0,44300.0,35039.0,26103.0,21502.0,18563.0,15635.0,11430.0,6117.0,4382.0,3976.0,2609.0,1267.0,415.0,75.0,8.0,391904.0,0.411,31.3,0.094,76.69,4.56,4.3,10370000000.0,76188,217,140946.9,401.4
320,MALTA,EUROPA,SOUTHERN EUROPE,MLT,22838.0,21945.0,20974.0,21045.0,26211.0,31736.0,34670.0,33973.0,32672.0,29453.0,25445.0,28472.0,30414.0,27896.0,28686.0,18241.0,11971.0,6778.0,2840.0,825.0,182.0,457267.0,0.948,29.2,0.09,83.0,2.86,4.5,22133000000.0,32833,420,63807.399999999994,816.2
5270,BRUNEI,ASIA,SOUTH-EASTERN ASIA,BRN,37039.0,34731.0,32329.0,34761.0,40192.0,42869.0,45249.0,40850.0,36464.0,29678.0,24172.0,20378.0,18366.0,12990.0,7122.0,3605.0,2252.0,1052.0,313.0,60.0,6.0,464478.0,0.7859999999999999,,0.024,78.14,1.61,2.9,26906000000.0,309,3,706.3,6.8999999999999995
22810,BELIZE,AMERICA LATINA,CENTRAL AMERICA,BLZ,43629.0,43775.0,42750.0,41992.0,33929.0,35303.0,30564.0,25891.0,22783.0,18954.0,17245.0,14101.0,10578.0,7724.0,4668.0,2754.0,1782.0,896.0,248.0,31.0,1.0,399598.0,0.462,,0.057,75.56,1.12,1.0,2734000000.0,13772,332,34635.4,835.0
10010,BAHAMAS,AMERICA LATINA,CARIBBEAN,BHS,24815.0,24797.0,24814.0,24822.0,27160.0,28172.0,24550.0,24109.0,24436.0,24307.0,22558.0,19248.0,14650.0,11103.0,7707.0,5174.0,3123.0,1518.0,513.0,125.0,20.0,337721.0,0.8340000000000001,,0.063,75.87,2.01,3.0,14450000000.0,13604,274,34594.299999999996,696.8000000000001
100250,ICELAND,EUROPA,NORTHERN EUROPE,ISL,23567.0,23836.0,23828.0,22000.0,23065.0,24868.0,24113.0,23840.0,22822.0,21867.0,20812.0,21496.0,20377.0,17223.0,13786.0,9548.0,6093.0,4301.0,2315.0,799.0,178.0,350734.0,0.939,26.8,0.085,83.45,4.08,3.1,20187000000.0,6897,30,18940.8,82.4
12190,VANUATU,OCEANIA,MELANESIA,VUT,33307.0,33782.0,33289.0,31327.0,28317.0,25111.0,21037.0,18674.0,16372.0,14211.0,12254.0,10076.0,7494.0,5436.0,3715.0,2267.0,1123.0,421.0,103.0,16.0,1.0,298333.0,0.257,37.6,0.034,74.87,0.17,,945000000.0,3,0,9.8,0.0
430,BARBADOS,AMERICA LATINA,CARIBBEAN,BRB,16755.0,17170.0,17601.0,18125.0,18229.0,20288.0,19947.0,21054.0,19924.0,21670.0,22865.0,21438.0,19525.0,15582.0,9785.0,6655.0,4128.0,2339.0,1093.0,326.0,61.0,294560.0,0.312,,0.066,78.31,2.48,6.0,4488000000.0,4269,48,14855.2,167.0
960,SAO TOME & PRINCIPE,AFRICA,MIDDLE AFRICA,STP,29074.0,27673.0,27220.0,25117.0,20458.0,15527.0,13792.0,12344.0,10915.0,8230.0,5926.0,5150.0,3645.0,2408.0,1452.0,990.0,767.0,326.0,93.0,13.0,2.0,211122.0,0.7509999999999999,56.3,0.063,66.72,0.05,2.9,853000000.0,2413,37,11010.3,168.79999999999998
2830,SAMOA,OCEANIA,POLYNESIA,WSM,19550.0,19279.0,20896.0,20924.0,19034.0,17685.0,15081.0,11653.0,11869.0,10579.0,9344.0,8539.0,6746.0,4517.0,3175.0,2367.0,1515.0,684.0,286.0,48.0,3.0,203774.0,0.177,38.7,0.052000000000000005,74.92,0.35,,1285000000.0,1,0,5.0,0.0
610,SAINT LUCIA,AMERICA LATINA,CARIBBEAN,LCA,10455.0,10642.0,10933.0,10822.0,11818.0,12277.0,11584.0,12026.0,11611.0,11993.0,11813.0,10490.0,8209.0,6878.0,4907.0,3670.0,2879.0,1989.0,1032.0,365.0,94.0,166487.0,0.189,51.2,0.044,78.71,0.64,1.3,2823000000.0,5481,87,29848.600000000002,473.8
810,KIRIBATI,OCEANIA,MICRONESIA,KIR,10814.0,10327.0,10686.0,10940.0,11690.0,10276.0,9754.0,8003.0,6161.0,5047.0,5538.0,4329.0,3105.0,2127.0,1474.0,844.0,459.0,175.0,41.0,5.0,1.0,111796.0,0.563,,0.121,67.59,0.2,1.9,267000000.0,0,0,0.0,0.0
340,GRENADA,AMERICA LATINA,CARIBBEAN,GRD,8474.0,8902.0,8897.0,8225.0,7768.0,8335.0,9624.0,8003.0,6549.0,6746.0,6034.0,7071.0,6153.0,4367.0,3293.0,2287.0,1466.0,658.0,211.0,30.0,1.0,113094.0,0.3670000000000001,,0.045,75.48,1.41,3.6,1908000000.0,164,1,1457.5,8.9
390,ST. VINCENT & GRENADINES,AMERICA LATINA,CARIBBEAN,VCT,6464.0,6794.0,7172.0,7484.0,7549.0,7524.0,7290.0,7368.0,7336.0,6929.0,6772.0,6377.0,5462.0,4109.0,2632.0,1878.0,1253.0,666.0,264.0,60.0,7.0,101390.0,0.535,,0.045,76.43,0.66,4.3,1380000000.0,2263,12,20398.399999999998,108.2
720,TONGA,OCEANIA,POLYNESIA,TON,11012.0,11289.0,11647.0,10994.0,9860.0,8196.0,6932.0,6092.0,5124.0,5198.0,5961.0,3670.0,2877.0,2437.0,1895.0,1338.0,945.0,451.0,148.0,26.0,3.0,106095.0,0.231,37.6,0.051,77.29,0.54,2.6,667000000.0,0,0,0.0,0.0
460,SEYCHELLES,AFRICA,EASTERN AFRICA,SYC,6103.0,6051.0,5941.0,5886.0,6004.0,7122.0,7899.0,8401.0,8381.0,8037.0,7220.0,6302.0,4698.0,2802.0,1974.0,1347.0,997.0,547.0,208.0,53.0,8.0,95981.0,0.58,46.8,0.051,75.84,2.12,3.6,2852000000.0,17541,79,178358.30000000002,803.3
440,ANTIGUA AND BARBUDA,AMERICA LATINA,CARIBBEAN,ATG,7485.0,7363.0,7266.0,7645.0,8207.0,7385.0,6925.0,6769.0,6642.0,6494.0,6709.0,5867.0,4674.0,3382.0,2373.0,1444.0,830.0,464.0,192.0,54.0,9.0,98179.0,0.244,,0.052000000000000005,77.55,2.96,2.9,2127000000.0,1275,42,13019.6,428.9
470,ANDORRA,EUROPA,SOUTHERN EUROPE,AND,3181.0,3844.0,4427.0,4587.0,4114.0,3929.0,3851.0,5442.0,7427.0,8322.0,8017.0,7521.0,6106.0,4717.0,3801.0,2690.0,1679.0,1130.0,630.0,201.0,19.0,85635.0,0.879,,0.067,83.23,3.33,2.5,3327000000.0,14379,127,186099.8,1643.7
750,DOMINICA,AMERICA LATINA,CARIBBEAN,DMA,5417.0,5375.0,5103.0,4752.0,5011.0,6000.0,5552.0,5553.0,4514.0,4248.0,5903.0,4264.0,3556.0,3086.0,2167.0,1612.0,1137.0,656.0,266.0,63.0,8.0,74243.0,0.7140000000000001,,0.066,77.96,1.12,3.8,855000000.0,206,0,2861.5,0.0
180,MARSHALL ISLANDS,OCEANIA,MICRONESIA,MHL,8600.0,8546.0,8519.0,7829.0,7047.0,5195.0,6612.0,6225.0,4478.0,3565.0,3029.0,2470.0,2140.0,1692.0,1010.0,540.0,267.0,107.0,36.0,9.0,1.0,77917.0,0.782,,0.17600000000000002,74.38,0.42,2.7,227000000.0,4,0,67.6,0.0
260,SAINT KITTS & NEVIS,AMERICA LATINA,CARIBBEAN,KNA,3480.0,3653.0,3560.0,3509.0,3736.0,3779.0,3945.0,4081.0,4095.0,3815.0,3772.0,3781.0,3231.0,2163.0,1264.0,846.0,554.0,340.0,159.0,47.0,11.0,53821.0,0.309,,0.053,76.83,2.68,4.8,1396000000.0,554,3,10415.1,56.4
1,MONACO,EUROPA,WESTERN EUROPE,MCO,887.0,849.0,1176.0,1476.0,1468.0,1342.0,1328.0,1171.0,1406.0,1925.0,2251.0,2392.0,2395.0,2254.0,2297.0,2230.0,1768.0,1066.0,576.0,404.0,279.0,30940.0,1.0,,0.016,89.4,7.51,13.8,7672000000.0,2717,33,69233.5,840.9000000000001
160,LIECHTENSTEIN,EUROPA,WESTERN EUROPE,LIE,2006.0,2009.0,1932.0,2085.0,2334.0,2389.0,2440.0,2531.0,2499.0,2751.0,3131.0,2987.0,2654.0,2278.0,1983.0,1503.0,836.0,471.0,220.0,85.0,13.0,39137.0,0.145,,,82.36,,,4978000000.0,3167,58,81735.4,1496.9
60,SAN MARINO,EUROPA,SOUTHERN EUROPE,SMR,1545.0,1674.0,1822.0,1945.0,2040.0,1873.0,1785.0,2020.0,2329.0,2545.0,2839.0,2747.0,2140.0,1808.0,1657.0,1261.0,987.0,682.0,349.0,153.0,31.0,34232.0,0.976,,0.071,83.68,6.11,3.8,2008000000.0,5102,90,150333.0,2651.9
460,PALAU,OCEANIA,MICRONESIA,PLW,1190.0,1263.0,1598.0,1785.0,1654.0,1947.0,1767.0,1501.0,1420.0,1600.0,1595.0,1348.0,968.0,744.0,445.0,353.0,284.0,156.0,54.0,12.0,1.0,21685.0,0.815,,0.109,74.38,1.42,4.8,316000000.0,0,0,0.0,0.0
30,TUVALU,OCEANIA,POLYNESIA,TUV,1242.0,1109.0,986.0,949.0,1048.0,1093.0,992.0,730.0,529.0,371.0,501.0,591.0,443.0,356.0,191.0,108.0,69.0,26.0,6.0,1.0,1.0,11342.0,0.648,39.1,0.191,68.07,0.91,,49000000.0,0,0,0.0,0.0
20,NAURU,OCEANIA,MICRONESIA,NRU,1049.0,1062.0,910.0,838.0,762.0,716.0,977.0,877.0,633.0,505.0,457.0,388.0,270.0,207.0,88.0,25.0,14.0,4.0,3.0,0.0,0.0,9785.0,1.0,,0.096,67.62,1.35,5.0,145000000.0,0,0,0.0,0.0
0,HOLY SEE,EUROPA,SOUTHERN EUROPE,VAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,32138.4,0.0
